INPUT                            STACK                                                                                                                                                                                                                                                                                                                                                                                                  ACTION
('IDENTIFIER', 'LITERAL_INT')    [81, '%', 37, 'term', 60, '=', 29, 'varName', 17, 'let', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                      REDUCE 9
('IDENTIFIER', 'LITERAL_INT')    [69, 'arithmeticOperator', 37, 'term', 60, '=', 29, 'varName', 17, 'let', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                     REDUCE 18
('IDENTIFIER', 'LITERAL_INT')    [67, 'operator', 37, 'term', 60, '=', 29, 'varName', 17, 'let', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                               SHIFT 51
(';', ';')                       [51, 'IDENTIFIER', 67, 'operator', 37, 'term', 60, '=', 29, 'varName', 17, 'let', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                             REDUCE 45
(';', ';')                       [40, 'varName', 67, 'operator', 37, 'term', 60, '=', 29, 'varName', 17, 'let', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                REDUCE 47
(';', ';')                       [37, 'term', 67, 'operator', 37, 'term', 60, '=', 29, 'varName', 17, 'let', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                   REDUCE 80
(';', ';')                       [104, 'expression', 67, 'operator', 37, 'term', 60, '=', 29, 'varName', 17, 'let', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                            REDUCE 78
(';', ';')                       [98, 'expression', 60, '=', 29, 'varName', 17, 'let', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                         SHIFT 117
('let', 'let')                   [117, ';', 98, 'expression', 60, '=', 29, 'varName', 17, 'let', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                               REDUCE 65
('let', 'let')                   [6, 'letStatement', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                           REDUCE 54
('let', 'let')                   [134, 'statement', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                            REDUCE 90
('let', 'let')                   [136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                           SHIFT 17
('IDENTIFIER', 'IDENTIFIER')     [17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                SHIFT 28
('=', '=')                       [28, 'IDENTIFIER', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                              REDUCE 45
('=', '=')                       [29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                 SHIFT 60
('IDENTIFIER', 'IDENTIFIER')     [60, '=', 29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                        SHIFT 51
('(', '(')                       [51, 'IDENTIFIER', 60, '=', 29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                      REDUCE 19
('(', '(')                       [33, 'functionName', 60, '=', 29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                    SHIFT 64
('IDENTIFIER', 'LITERAL_CHAR')   [64, '(', 33, 'functionName', 60, '=', 29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                           SHIFT 51
(',', ',')                       [51, 'IDENTIFIER', 64, '(', 33, 'functionName', 60, '=', 29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                         REDUCE 45
(',', ',')                       [40, 'varName', 64, '(', 33, 'functionName', 60, '=', 29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                            REDUCE 47
(',', ',')                       [103, 'term', 64, '(', 33, 'functionName', 60, '=', 29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                              SHIFT 123
('IDENTIFIER', 'IDENTIFIER')     [123, ',', 103, 'term', 64, '(', 33, 'functionName', 60, '=', 29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                    SHIFT 51
(')', ')')                       [51, 'IDENTIFIER', 123, ',', 103, 'term', 64, '(', 33, 'functionName', 60, '=', 29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']  REDUCE 45
(')', ')')                       [40, 'varName', 123, ',', 103, 'term', 64, '(', 33, 'functionName', 60, '=', 29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']     REDUCE 47
(')', ')')                       [139, 'term', 123, ',', 103, 'term', 64, '(', 33, 'functionName', 60, '=', 29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']       REDUCE 99
(')', ')')                       [121, 'commaTerm', 103, 'term', 64, '(', 33, 'functionName', 60, '=', 29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']            SHIFT 138
(';', ';')                       [138, ')', 121, 'commaTerm', 103, 'term', 64, '(', 33, 'functionName', 60, '=', 29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']  REDUCE 96
(';', ';')                       [42, 'functionCall', 60, '=', 29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                    REDUCE 50
(';', ';')                       [37, 'term', 60, '=', 29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                            REDUCE 80
(';', ';')                       [98, 'expression', 60, '=', 29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                      SHIFT 117
('}', '}')                       [117, ';', 98, 'expression', 60, '=', 29, 'varName', 17, 'let', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                            REDUCE 65
('}', '}')                       [6, 'letStatement', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                        REDUCE 54
('}', '}')                       [149, 'statement', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                         REDUCE 89
('}', '}')                       [136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                           SHIFT 150
('if', 'if')                     [150, '}', 136, 'statements', 120, '{', 101, ')', 62, 'expression', 31, '(', 19, 'whil', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                 REDUCE 73
('if', 'if')                     [8, 'whileStatement', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                    REDUCE 56
('if', 'if')                     [134, 'statement', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                       REDUCE 90
('if', 'if')                     [171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                                      SHIFT 18
('(', '(')                       [18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                            SHIFT 30
('IDENTIFIER', 'IDENTIFIER')     [30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                                   SHIFT 51
('==', '==')                     [51, 'IDENTIFIER', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                 REDUCE 45
('==', '==')                     [40, 'varName', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                    REDUCE 47
('==', '==')                     [37, 'term', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                       SHIFT 75
('stonks', 'stonks')             [75, '==', 37, 'term', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                             REDUCE 14
('stonks', 'stonks')             [68, 'relationalOperator', 37, 'term', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                             SHIFT 52
(')', ')')                       [52, 'stonks', 68, 'relationalOperator', 37, 'term', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                               REDUCE 27
(')', ')')                       [47, 'booleanConstant', 68, 'relationalOperator', 37, 'term', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                      REDUCE 23
(')', ')')                       [39, 'constant', 68, 'relationalOperator', 37, 'term', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                             REDUCE 46
(')', ')')                       [37, 'term', 68, 'relationalOperator', 37, 'term', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                 REDUCE 80
(')', ')')                       [105, 'expression', 68, 'relationalOperator', 37, 'term', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                          REDUCE 79
(')', ')')                       [61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                                 SHIFT 100
('{', '{')                       [100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                                       SHIFT 119
('let', 'let')                   [119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                             SHIFT 17
('IDENTIFIER', 'IDENTIFIER')     [17, 'let', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                                  SHIFT 28
('=', '=')                       [28, 'IDENTIFIER', 17, 'let', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                REDUCE 45
('=', '=')                       [29, 'varName', 17, 'let', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                   SHIFT 60
('not_stonks', 'not_stonks')     [60, '=', 29, 'varName', 17, 'let', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                          SHIFT 53
(';', ';')                       [53, 'not_stonks', 60, '=', 29, 'varName', 17, 'let', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                        REDUCE 28
(';', ';')                       [47, 'booleanConstant', 60, '=', 29, 'varName', 17, 'let', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                   REDUCE 23
(';', ';')                       [39, 'constant', 60, '=', 29, 'varName', 17, 'let', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                          REDUCE 46
(';', ';')                       [37, 'term', 60, '=', 29, 'varName', 17, 'let', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                              REDUCE 80
(';', ';')                       [98, 'expression', 60, '=', 29, 'varName', 17, 'let', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                        SHIFT 117
('let', 'let')                   [117, ';', 98, 'expression', 60, '=', 29, 'varName', 17, 'let', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                              REDUCE 65
('let', 'let')                   [6, 'letStatement', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                          REDUCE 54
('let', 'let')                   [134, 'statement', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                           REDUCE 90
('let', 'let')                   [133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                                          SHIFT 17
('IDENTIFIER', 'IDENTIFIER')     [17, 'let', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                               SHIFT 28
('=', '=')                       [28, 'IDENTIFIER', 17, 'let', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                             REDUCE 45
('=', '=')                       [29, 'varName', 17, 'let', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                                SHIFT 60
('IDENTIFIER', 'LITERAL_CHAR')   [60, '=', 29, 'varName', 17, 'let', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                                       SHIFT 51
(';', ';')                       [51, 'IDENTIFIER', 60, '=', 29, 'varName', 17, 'let', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 171, 'statements', 166, '{', 159, 'else', 148, '}', 133, 'statements', 119, '{', 100, ')', 61, 'expression', 30, '(', 18, 'if', 2, 'functionDefinition', 3, 'statement', 3, 'statement', 3, 'statement', 3, 'statement', 0, '$']                                     REDUCE 45
